"Time [us]","Current(p1) [A]","Current(s1) [A]","Current(s2) [A]","Current(s3) [A]","Current(s1)+Current(s2)+Current(s3) [A]"
3.09999999999998,0.587785252292372,-0.89999233374771,-0.583178540412067,-0.279416572855499,-1.76258744701528
3.10999999999998,0.63742398974859,-0.975802594626067,-0.632359519013036,-0.303264253359352,-1.91142636699846
3.11999999999998,0.684547105928594,-1.04776057099298,-0.679044888722439,-0.325915937903756,-2.05272139761917
3.12999999999998,0.728968627421325,-1.11558227518066,-0.723050399865449,-0.347282237128234,-2.18591491217434
3.13999999999998,0.770513242775709,-1.17900004354116,-0.76420237898409,-0.367278834436205,-2.31048125696146
3.14999999999998,0.809016994374873,-1.23776359268907,-0.802338414207783,-0.385826818727574,-2.42592882562443
3.15999999999998,0.844327925501947,-1.29164100757239,-0.8373079963076,-0.402852995853707,-2.5318019997337
3.16999999999998,0.876306680043802,-1.34041965632722,-0.86897311258369,-0.418290177458175,-2.62768294636908
3.17999999999998,0.904827052465965,-1.38390702961541,-0.897208791604317,-0.432077446176743,-2.71319326739647
3.18999999999998,0.929776485888204,-1.42193150049708,-0.921903596390126,-0.444160396005297,-2.7879954928925
3.19999999999998,0.951056516295114,-1.45434300161763,-0.942960064227182,-0.454491347050936,-2.85179441289575
3.20999999999998,0.968583161128599,-1.48101361741576,-0.960295091266311,-0.463029533676923,-2.90433824235899
3.21999999999998,0.982287250728665,-1.50183808909502,-0.97384026052819,-0.469741265423277,-2.94541961504649
3.22999999999998,0.992114701314462,-1.51673422993424,-0.983542111892939,-0.47460005992019,-2.97487640174737
3.23999999999998,0.998026728428264,-1.52564324959397,-0.989362353101069,-0.47758674745292,-2.99259235014796
3.24999999999998,1,-1.52852998631188,-0.991278010858678,-0.478689546567975,-2.99849754373853
3.25999999999998,0.99802672842828,-1.52538304545083,-0.989281521523491,-0.477904110616699,-2.99256867759102
3.26999999999998,0.992114701314494,-1.51621484469403,-0.98338076092278,-0.475233544870429,-2.97482915048724
3.27999999999998,0.982287250728713,-1.50106156475303,-0.973599013313288,-0.470688394287079,-2.9453489723534
3.28999999999998,0.968583161128663,-1.47998300690057,-0.959974879439262,-0.464286601894173,-2.90424448823401
3.29999999999998,0.951056516295193,-1.45306235666077,-0.942562124240697,-0.456053437964808,-2.85167791886628
3.30999999999998,0.929776485888298,-1.42040585581909,-0.921429464625992,-0.446021400310077,-2.78785672075516
3.31999999999998,0.904827052466073,-1.38214238280354,-0.896660298317888,-0.434230086016012,-2.71303276713744
3.32999999999998,0.876306680043924,-1.33842294438185,-0.868352374674931,-0.420726035158503,-2.62750135421528
3.33999999999998,0.844327925502083,-1.28942007951069,-0.83661740895906,-0.405562547144024,-2.53160003561377
3.34999999999998,0.809016994375022,-1.23532717835819,-0.801580641430451,-0.38879947035412,-2.42570729014276
3.35999999999998,0.77051324277587,-1.17635771930825,-0.763380343063951,-0.370502965969258,-2.31024102834146
3.36999999999998,0.728968627421499,-1.11274442615508,-0.72216726989243,-0.350745246855902,-2.18565694290341
3.37999999999998,0.684547105928782,-1.04473835001291,-0.678104068026558,-0.329604292562636,-2.0524467106021
3.38999999999998,0.637423989748789,-0.972607878097284,-0.631364631746519,-0.307163541564411,-1.91113605140821
3.39999999999998,0.587785252292574,-0.896637674957502,-0.582133417235796,-0.283511562004249,-1.76228265419755
3.40999999999998,0.535826794979103,-0.817127558746842,-0.530604714623039,-0.258741702133227,-1.60647397550311
3.41999999999998,0.481753674101826,-0.734391318064728,-0.476981881179895,-0.232951721904813,-1.44432492114944
3.42999999999998,0.42577929156519,-0.648755473586675,-0.421476538814222,-0.206243407170262,-1.27647541957116
3.43999999999998,0.368124552684796,-0.560557989426164,-0.364307738830355,-0.178722167975427,-1.10358789623195
3.44999999999998,0.309016994375068,-0.470146939359422,-0.305701097506576,-0.150496622561465,-0.926344659427463
3.45999999999998,0.248689887164978,-0.377879133069792,-0.245887905607041,-0.121678168664036,-0.745445207340869
3.46999999999998,0.18738131458585,-0.284118708100742,-0.185104215659748,-0.0923805439390592,-0.561603467699549
3.47999999999998,0.125333233564431,-0.189235692640949,-0.12358991029449,-0.0627193770444111,-0.37554497997985
3.48999999999998,0.062790519529438,-0.0936045453125313,-0.0615877556085918,-0.0328117313289337,-0.188004032250057
3.49999999999998,1.25202231517421e-13,0.0023973227492473,0.000657556975889193,-0.0027756428217251,0.000279236903411393
3.50999999999998,-0.0627905195291845,0.0983910372997438,0.0629003763775032,0.0272703455862904,0.188561759263537
3.51999999999998,-0.125333233564176,0.193997756251928,0.12489506132775,0.0572076519831592,0.376100469562837
3.52999999999998,-0.187381314585601,0.288840164795204,0.186396949811965,0.0869181234263185,0.562155238033488
3.53999999999998,-0.248689887164732,0.382543964466684,0.247163324610502,0.11628450222633,0.745991791303516
3.54999999999998,-0.309016994374827,0.474739350379534,0.30695437125787,0.145190888736183,0.926884610373587
3.55999999999998,-0.36812455268456,0.565062470610889,0.365534124408627,0.173523198714224,1.10411979373374
3.56999999999998,-0.425779291564957,0.653156862210148,0.422671399118983,0.201169613583067,1.2769978749122
3.57999999999998,-0.481753674101603,0.738674857981377,0.478140703230414,0.2280210217431,1.44483658295489
3.58999999999998,-0.535826794978888,0.821278958553944,0.531723127273617,0.253971449155703,1.60697353498326
3.59999999999998,-0.587785252292369,0.900643164356402,0.583207208413178,0.27891847759717,1.76276885036675
3.60999999999998,-0.63742398974859,0.976454262202438,0.63238976500281,0.302763648831636,1.91160767603688
3.61999999999998,-0.684547105928597,1.0484130613342,0.679076698422946,0.32541285319301,2.05290261295016
3.62999999999998,-0.728968627421325,1.11623557424258,0.723083759125481,0.346776701005444,2.1860960343735
3.63999999999998,-0.770513242775709,1.17965413747774,0.764237273781669,0.366770875355704,2.31066228661511
3.64999999999998,-0.809016994374873,1.23841846798102,0.802374830650763,0.385316464826297,2.42610976345808
3.65999999999998,-0.844327925501947,1.29229665069948,0.837345920620926,0.402340274962973,2.53198284628338
3.66999999999998,-0.876306680043802,1.34107605396575,0.869012531122799,0.41777511710211,2.62786370219066
3.67999999999997,-0.904827052465938,1.38456416874023,0.8972496908526,0.431560073573189,2.71337393316602
3.68999999999997,-0.929776485888182,1.42258936808116,0.921945962950033,0.443640738074742,2.78817606910594
3.69999999999997,-0.951056516295095,1.45500158493181,0.943003884819207,0.453969430418159,2.85197490016918
3.70999999999997,-0.968583161128584,1.4816729038285,0.960340352730648,0.462505384689256,2.9045186412484
3.71999999999997,-0.982287250728653,1.50249806617337,0.97388694982342,0.469214910121261,2.94559992611805
3.72999999999997,-0.992114701314454,1.51739488544285,0.983590216096605,0.474071524067881,2.97505662560734
3.73999999999997,-0.99802672842826,1.52630457139554,0.989411859419423,0.477056056527223,2.99277248734219
3.74999999999997,-1,1.52919196246737,0.991328906597113,0.478156725768948,2.99867759483343
3.75999999999997,-0.998026728428284,1.52604566421913,0.98933379410583,0.477369184857665,2.99274864318263
3.76999999999997,-0.992114701314502,1.51687809433181,0.9834343978928,0.474696538797383,2.97500903102199
3.77999999999997,-0.982287250728724,1.50172543381502,0.973654002313009,0.470149332279341,2.94552876840737
3.78999999999997,-0.968583161128678,1.48064748404112,0.960031208228462,0.463745508054028,2.90442420032361
3.79999999999997,-0.951056516295212,1.45372743073123,0.942619780689194,0.455510336137365,2.85185754755779
3.80999999999997,-0.929776485888321,1.42107151576876,0.921488436713007,0.445476314083193,2.78803626656496
3.81999999999997,-0.9048270524661,1.38280861787947,0.896720574121324,0.433683038701046,2.71321223070184
3.82999999999997,-0.876306680043955,1.33908974383083,0.868413942390791,0.420177049819099,2.62768073604072
3.83999999999997,-0.844327925502117,1.29008743267615,0.836680256893707,0.405011646596806,2.53177933616666
3.84999999999997,-0.80901699437506,1.23599507488303,0.801644757977871,0.388246677168618,2.42588651002952
3.85999999999997,-0.770513242775911,1.17702614883341,0.76344571673771,0.369948302457553,2.31042016802867
3.86999999999997,-0.728968627421543,1.11341337851909,0.722233889305411,0.350188735082878,2.18583600290738
3.87999999999997,-0.684547105928829,1.04540781515335,0.678171921890144,0.329045954346134,2.05262569138963
3.88999999999997,-0.637423989748835,0.973277846249663,0.631433708861688,0.306603398504225,1.91131495361558
3.89999999999997,-0.587785252292626,0.897308136306003,0.582203706511797,0.282949635443653,1.76246147826145
3.90999999999997,-0.535826794979157,0.817798503673668,0.530676205068685,0.25817801318793,1.60665272193028
3.91999999999997,-0.481753674101882,0.735062737070314,0.477054561913237,0.232386291462634,1.44450359044618
3.92999999999997,-0.425779291565245,0.649427357320432,0.421550399032216,0.20567625588186,1.27665401223451
3.93999999999997,-0.368124552684855,0.561230328645519,0.364382767838725,0.178153316264024,1.10376641274827
3.94999999999997,-0.309016994375129,0.470819724960514,0.305777284700127,0.149926090622919,0.92652310028356
3.95999999999997,-0.24868988716504,0.378552356067228,0.245965240469992,0.121105976486462,0.745623573023682
3.96999999999997,-0.187381314585913,0.284792359621642,0.18518268776556,0.0918067112882697,0.561781758675472
3.97999999999997,-0.125333233564491,0.189909763957595,0.123669509335242,0.0621439234620371,0.375723196754874
3.98999999999997,-0.0627905195295019,0.0942790278096201,0.061668471355638,0.0322346761456368,0.188182175310895
3.99999999999997,-1.89273542415744e-13,-0.00172243757823245,-0.000575734675601887,0.00219700515475239,-0.000101167099081947
4.00999999999997,0.0627905195291241,-0.0977157578373977,-0.0628174575763842,-0.0278505468286475,-0.188383762242429
4.01999999999997,0.125333233564116,-0.193322090766339,-0.124811055989041,-0.057789398101178,-0.375922544856558
4.02999999999997,0.187381314585538,-0.288164121447374,-0.186311867811586,-0.0875013959240945,-0.561977385183055
4.03999999999997,0.24868988716467,-0.381867551290799,-0.247077175739227,-0.116869282811841,-0.745814009841867
4.04999999999997,0.309016994374766,-0.474062575304498,-0.306867165219269,-0.145777159312213,-0.92670689983598
4.05999999999997,0.3681245526845,-0.564385341456865,-0.365445870816732,-0.174110941387521,-1.10394215366112
4.06999999999997,0.425779291564902,-0.652479386698618,-0.422582107509641,-0.201758810669516,-1.27682030487778
4.07999999999997,0.48175367410155,-0.737997043714757,-0.478050383049672,-0.22861165573706,-1.44465908250149
4.08999999999997,0.535826794978837,-0.820600813026589,-0.531631787887592,-0.25456350274939,-1.60679610366357
4.09999999999997,0.58778525229232,-0.899964694974244,-0.583114859109836,-0.279511933660323,-1.7625914877444
4.10999999999997,0.637423989748544,-0.975775476241715,-0.63229641498062,-0.303358490431985,-1.91143038165432
4.11999999999997,0.68454710592855,-1.04773396599351,-0.678982356800227,-0.326009063586821,-2.05272538638056
4.12999999999997,0.728968627421281,-1.11555617665066,-0.722988434943233,-0.347374263635814,-2.18591887522971
4.13999999999997,0.770513242775668,-1.17897444467557,-0.764140975989932,-0.367369773834492,-2.31048519449999
4.14999999999997,0.809016994374833,-1.23773848677031,-0.802277568140724,-0.385916682943351,-2.42593273785439
4.15999999999997,0.844327925501914,-1.29161638788309,-0.837247702195246,-0.402941796695739,-2.53180588677407
4.16999999999997,0.876306680043773,-1.34039551624774,-0.86891336551454,-0.418377926616334,-2.62768680837861
4.17999999999997,0.904827052465939,-1.38388336262674,-0.897149586704623,-0.432164155192666,-2.71319710452403
4.18999999999997,0.929776485888182,-1.42190830017884,-0.921844928836434,-0.444246076291544,-2.78799930530682
4.19999999999997,0.951056516295095,-1.45432026164849,-0.942901929245284,-0.454576009901862,-2.85179820079564
4.20999999999997,0.968583161128584,-1.48099133147346,-0.960237484121415,-0.463113190268218,-2.90434200586309
4.21999999999997,0.982287250728652,-1.50181625105632,-0.973783176526068,-0.469823926801524,-2.94542335438391
4.22999999999997,0.992114701314454,-1.51671283367525,-0.983485546397555,-0.474681737013955,-2.97488011708676
4.23999999999997,0.99802672842826,-1.52562228908966,-0.989306301516814,-0.477667451061728,-2.9925960416682
4.24999999999997,1,-1.52850945553685,-0.991222468628908,-0.478769287382662,-2.99850121154842
4.25999999999997,0.998026728428283,-1.52536293847799,-0.989226484131825,-0.47798289919966,-2.99257232180948
4.26999999999997,0.992114701314501,-1.51619515569677,-0.983326223901259,-0.475311391675123,-2.97483277127315
4.27999999999997,0.982287250728724,-1.5010422880027,-0.973544972234927,-0.470765309657994,-2.94535256989562
4.28999999999997,0.968583161128679,-1.47996413666932,-0.959921329914502,-0.46436259604764,-2.90424806263146
4.29999999999997,0.951056516295213,-1.45304388741796,-0.942509061922066,-0.456128521017798,-2.85168147035782
4.30999999999997,0.929776485888323,-1.42038778193447,-0.921376885214197,-0.446095582261083,-2.78786024940975
4.31999999999997,0.904827052466102,-1.38212469884553,-0.896608197543358,-0.434303376745074,-2.71303627313396
4.32999999999997,0.876306680043954,-1.33840564491839,-0.86830074831777,-0.420798444446519,-2.62750483768268
4.33999999999997,0.844327925502115,-1.28940315920884,-0.836566252849336,-0.405634084662781,-2.53160349672096
4.34999999999997,0.809016994375058,-1.23531063198485,-0.801529951416424,-0.38887014566745,-2.42571072906872
4.35999999999997,0.770513242775911,-1.17634154162887,-0.763330115044879,-0.370572788541374,-2.31024444521512
4.36999999999997,0.728968627421543,-1.11272861203392,-0.722117499797262,-0.350814226032507,-2.18566033786369
4.37999999999997,0.684547105928829,-1.04472289431472,-0.678054751832479,-0.329672437590831,-2.05245008373803
4.38999999999997,0.637423989748838,-0.972592775885068,-0.631315765451951,-0.307230861601782,-1.9111394029388
4.39999999999997,0.587785252292629,-0.896622921283954,-0.582084996887724,-0.283578066100065,-1.76228598427174
4.40999999999997,0.53582679497916,-0.817113148713925,-0.530556736308196,-0.2588073992377,-1.60647728425982
4.41999999999997,0.481753674101879,-0.734377246843346,-0.476934341025236,-0.233016620869084,-1.44432820873767
