"Time [us]","Current(w1) [A]","Current(w2) [A]","Current(w3) [A]","Current(w4) [A]"
1.70999999999999,-0.968583161128615,0.51205322057229,0.664413446452247,-0.968583161128615
1.71999999999999,-0.982287250728677,0.495309363182914,0.635929033457065,-0.982287250728677
1.72999999999999,-0.99211470131447,0.476606131144027,0.604940294699617,-0.99211470131447
1.73999999999999,-0.998026728428268,0.456017333375677,0.571569515270951,-0.998026728428268
1.74999999999999,-1,0.433624220428631,0.535948380995952,-1
1.75999999999999,-0.998026728428276,0.409515164008185,0.498217459908973,-0.998026728428276
1.76999999999999,-0.992114701314486,0.383785308055833,0.458525646331923,-0.992114701314486
1.77999999999999,-0.982287250728701,0.356536193329139,0.41702957399734,-0.982287250728701
1.78999999999999,-0.968583161128647,0.327875356619844,0.373892997606507,-0.968583161128647
1.79999999999999,-0.951056516295174,0.297915906299097,0.329286146593746,-0.951056516295174
1.80999999999999,-0.929776485888275,0.266776076036706,0.283385053088807,-0.929776485888275
1.81999999999999,-0.904827052466046,0.234578758070683,0.236370857501319,-0.904827052466046
1.82999999999999,-0.876306680043894,0.20145101823747,0.188429093475725,-0.876306680043894
1.83999999999999,-0.844327925502049,0.167523594467911,0.139748955504607,-0.844327925502049
1.84999999999999,-0.809016994374985,0.132930380859211,0.0905225525546134,-0.809016994374985
1.85999999999999,-0.770513242775829,0.0978078992260263,0.0409441496880627,-0.770513242775829
1.86999999999999,-0.728968627421455,0.062294760246764,-0.00879059865074977,-0.728968627421455
1.87999999999999,-0.684547105928735,0.0265311165505299,-0.0584854206712866,-0.684547105928735
1.88999999999999,-0.637423989748739,-0.00934189053410252,-0.107944201917854,-0.637423989748739
1.89999999999999,-0.587785252292524,-0.0451826879386859,-0.156971759282303,-0.587785252292524
1.90999999999999,-0.53582679497905,-0.0808498295988821,-0.205374611243441,-0.53582679497905
1.91999999999999,-0.481753674101771,-0.116202554694033,-0.252961741533282,-0.481753674101771
1.92999999999999,-0.42577929156513,-0.151101343164998,-0.299545352950329,-0.42577929156513
1.93999999999999,-0.368124552684737,-0.185408466343215,-0.344941608493713,-0.368124552684737
1.94999999999999,-0.309016994375009,-0.218988530475589,-0.388971357026794,-0.309016994375009
1.95999999999999,-0.248689887164916,-0.251709011169176,-0.431460840117318,-0.248689887164916
1.96999999999999,-0.187381314585787,-0.283440776219763,-0.47224237792012,-0.187381314585787
1.97999999999999,-0.125333233564368,-0.314058595485453,-0.511155030967194,-0.125333233564368
1.98999999999999,-0.0627905195293773,-0.343441634901857,-0.548045235188172,-0.0627905195293773
1.99999999999999,-6.26623480986677e-14,-0.37147393347894,-0.582767408096984,-6.26623480986677e-14
2.00999999999999,0.0627905195292505,-0.398044860931694,-0.615184523342927,0.0627905195292505
2.01999999999999,0.125333233564241,-0.423049554250002,-0.645168651224287,0.125333233564241
2.02999999999999,0.187381314585662,-0.446389331622552,-0.67260146419974,0.187381314585662
2.03999999999999,0.248689887164794,-0.467972081768965,-0.697374703011602,0.248689887164794
2.04999999999999,0.309016994374888,-0.487712627677813,-0.719390604886304,0.309016994374888
2.05999999999999,0.368124552684619,-0.505533062487083,-0.738562288480874,0.368124552684619
2.06999999999999,0.425779291565015,-0.52136305714237,-0.754814097412274,0.425779291565015
2.07999999999999,0.481753674101658,-0.535140137961149,-0.768081898428021,0.481753674101658
2.08999999999999,0.535826794978944,-0.546809933053969,-0.778313334981296,0.535826794978944
2.09999999999999,0.587785252292422,-0.556326386971257,-0.785468033139964,0.587785252292422
2.10999999999999,0.63742398974864,-0.563651942626895,-0.789517761718929,0.63742398974864
2.11999999999999,0.684547105928641,-0.568757689256225,-0.790446543314188,0.684547105928641
2.12999999999999,0.728968627421369,-0.571623476559921,-0.788250717100386,0.728968627421369
2.13999999999999,0.77051324277575,-0.572237994504065,-0.782938953958464,0.77051324277575
2.14999999999999,0.809016994374909,-0.570598817576314,-0.774532221413817,0.809016994374909
2.15999999999999,0.84432792550198,-0.566712414727506,-0.763063701940608,0.84432792550198
2.16999999999999,0.876306680043832,-0.560594123418439,-0.748578660795968,0.876306680043832
2.17999999999999,0.904827052465992,-0.55226808947797,-0.731134268334336,0.904827052465992
2.18999999999999,0.929776485888228,-0.541767171736264,-0.710799374055856,0.929776485888228
2.19999999999999,0.951056516295134,-0.529132812067169,-0.68765423482761,0.951056516295134
2.20999999999999,0.968583161128615,-0.51441487219609,-0.661790198102354,0.968583161128615
2.21999999999999,0.982287250728677,-0.49767143676545,-0.633309341581653,0.982287250728677
2.22999999999999,0.99211470131447,-0.478968583992588,-0.602324070375343,0.99211470131447
2.23999999999999,0.998026728428268,-0.458380125138602,-0.568956673283497,0.998026728428268
2.24999999999999,1,-0.4359873130135,-0.533338840176443,1
2.25999999999999,0.998026728428276,-0.411878521290684,-0.495611142211592,0.998026728428276
2.26999999999999,0.992114701314486,-0.386148895972121,-0.455922477431208,0.992114701314486
2.27999999999999,0.982287250728701,-0.358899979599802,-0.414429482545598,0.982287250728701
2.28999999999999,0.968583161128647,-0.330239310751949,-0.371295915349275,0.968583161128647
2.29999999999999,0.951056516295174,-0.300279999424096,-0.326692008049529,0.951056516295174
2.30999999999999,0.929776485888275,-0.269140280875713,-0.280793795545222,0.929776485888275
2.31999999999999,0.904827052466047,-0.23694304881501,-0.233782420773462,0.904827052466047
2.32999999999999,0.876306680043894,-0.203815370435263,-0.18584341977344,0.876306680043894
2.33999999999999,0.844327925502049,-0.169887985015822,-0.137165989425486,0.844327925502049
2.34999999999999,0.809016994374984,-0.135294787861525,-0.0879422407688503,0.809016994374984
2.35999999999999,0.770513242775829,-0.100172301970312,-0.0383664410135637,0.770513242775829
2.36999999999999,0.728968627421455,-0.064659139145171,0.0113657534828481,0.728968627421455
2.37999999999999,0.684547105928735,-0.0288954530573429,0.0610580690000529,0.684547105928735
2.38999999999999,0.637423989748739,0.00697761398580797,0.11051438937623,0.637423989748739
2.39999999999999,0.587785252292524,0.0428184879699293,0.159539529786937,0.587785252292524
2.40999999999999,0.53582679497905,0.078485721950952,0.20794000711462,0.53582679497905
2.41999999999999,0.481753674101771,0.113838554269444,0.255524803569341,0.481753674101771
2.42999999999999,0.425779291565132,0.1487374640776,0.302106120500656,0.425779291565132
2.43999999999999,0.368124552684736,0.183044721949007,0.34750011955022,0.368124552684736
2.44999999999999,0.309016994375007,0.216624933445295,0.391527648214332,0.309016994375007
2.45999999999999,0.248689887164916,0.249345573459666,0.434014946868383,0.248689887164916
2.46999999999999,0.187381314585789,0.281077509204914,0.474794334486331,0.187381314585789
2.47999999999999,0.125333233564369,0.311695509896251,0.513704870404266,0.125333233564369
2.48999999999999,0.0627905195293757,0.341078740932029,0.550592989583414,0.0627905195293757
2.49999999999999,6.45611696179827e-14,0.369111240767781,0.585313108391588,6.45611696179827e-14
2.50999999999999,-0.0627905195292486,0.395682378625746,0.617728199509766,-0.0627905195292486
2.51999999999999,-0.12533323356424,0.420687290988332,0.647710332444499,-0.12533323356424
2.52999999999999,-0.187381314585664,0.444027295643197,0.67514117853985,-0.187381314585664
2.53999999999999,-0.248689887164793,0.4656102808194,0.699912477911303,-0.248689887164793
2.54999999999999,-0.309016994374888,0.4853510691079,0.721926466756293,-0.309016994374888
2.55999999999999,-0.368124552684619,0.503171753233188,0.741096263047236,-0.368124552684619
2.56999999999999,-0.425779291565015,0.519002003902344,0.757346209662101,-0.425779291565015
2.57999999999999,-0.481753674101659,0.532779346899996,0.770612172731531,-0.481753674101659
2.58999999999999,-0.535826794978942,0.544449410151212,0.780841794701356,-0.535826794978942
2.59999999999999,-0.587785252292421,0.55396613787071,0.787994701433124,-0.587785252292421
2.60999999999999,-0.63742398974864,0.561291972636257,0.792042660873433,-0.63742398974864
2.61999999999999,-0.684547105928644,0.566398003367637,0.792969694962547,-0.684547105928644
2.62999999999998,-0.728968627421325,0.569264079619129,0.790772142436615,-0.728968627421325
2.63999999999998,-0.770513242775709,0.569878890986578,0.785458673481229,-0.770513242775709
2.64999999999998,-0.809016994374873,0.568240011830052,0.777050255337249,-0.809016994374873
2.65999999999998,-0.844327925501947,0.564353910689133,0.765580069610152,-0.844327925501947
2.66999999999998,-0.876306680043802,0.558235925037804,0.751093381340582,-0.876306680043802
2.67999999999998,-0.904827052465965,0.549910200401074,0.733647360410622,-0.904827052465965
2.68999999999998,-0.929776485888205,0.539409595340109,0.713310855693305,-0.929776485888205
2.69999999999998,-0.951056516295115,0.526775551700762,0.690164123729644,-0.951056516295115
2.70999999999998,-0.9685831611286,0.512057930904677,0.664298511533358,-0.9685831611286
2.71999999999998,-0.982287250728664,0.495314817490063,0.635816096504243,-0.982287250728664
2.72999999999998,-0.992114701314462,0.476612289459138,0.60482928318652,-0.992114701314462
2.73999999999998,-0.998026728428264,0.456024158055563,0.571460360247681,-0.998026728428264
2.74999999999998,-1,0.433631675802881,0.535841016839021,-1
2.75999999999998,-0.99802672842828,0.409523216328095,0.498111824115874,-0.99802672842828
2.76999999999998,-0.992114701314494,0.383793925485089,0.45842167963967,-0.992114701314494
2.77999999999998,-0.982287250728712,0.35654534570531,0.416927219830355,-0.982287250728712
2.78999999999998,-0.968583161128663,0.327885015411645,0.373792202093183,-0.968583161128663
2.79999999999998,-0.951056516295193,0.297926044565187,0.329186858388568,-0.951056516295193
2.80999999999998,-0.929776485888299,0.266786668239129,0.283287223348128,-0.929776485888299
2.81999999999998,-0.904827052466073,0.234589780083551,0.236274439589315,-0.904827052466073
2.82999999999998,-0.876306680043924,0.201462447189396,0.18833404286824,-0.876306680043924
2.83999999999998,-0.844327925502083,0.167535408769864,0.139655229798798,-0.844327925502083
2.84999999999998,-0.809016994375022,0.132942560058701,0.0904301112487542,-0.809016994375022
2.85999999999998,-0.77051324277587,0.0978204239194481,0.0408529540348331,-0.77051324277587
2.86999999999998,-0.728968627421499,0.0623076121374103,-0.0088805855918497,-0.728968627421499
2.87999999999998,-0.684547105928782,0.0265442782726681,-0.0585742342436338,-0.684547105928782
2.88999999999998,-0.637423989748789,-0.00932843540900744,-0.10803187591757,-0.637423989748789
2.89999999999998,-0.587785252292577,-0.0451689549722692,-0.157058326043766,-0.587785252292577
2.90999999999998,-0.535826794979102,-0.0808358335257577,-0.205460101712084,-0.535826794979102
2.91999999999998,-0.481753674101826,-0.116188309476532,-0.253046185350082,-0.481753674101826
2.92999999999998,-0.425779291565187,-0.151086862021092,-0.299628778475943,-0.425779291565187
2.93999999999998,-0.368124552684795,-0.185393761790792,-0.345024042986321,-0.368124552684795
2.94999999999998,-0.309016994375068,-0.218973614387869,-0.389052826537093,-0.309016994375068
2.95999999999998,-0.248689887164978,-0.251693894761762,-0.431541369682352,-0.248689887164978
2.96999999999998,-0.18738131458585,-0.283425470180425,-0.472321991563888,-0.18738131458585
2.97999999999998,-0.125333233564431,-0.314043109875033,-0.51123375176308,-0.125333233564431
2.98999999999998,-0.0627905195294414,-0.343425979292922,-0.548123085266597,-0.0627905195294414
2.99999999999998,-1.25079766837506e-13,-0.371458116934587,-0.582844408802236,-1.25079766837506e-13
3.00999999999998,0.0627905195291882,-0.398028892035158,-0.615260695068577,0.0627905195291882
3.01999999999998,0.125333233564179,-0.423033441181152,-0.64524401382058,0.125333233564179
3.02999999999998,0.187381314585601,-0.446373082068527,-0.672676036519372,0.187381314585601
3.03999999999998,0.248689887164732,-0.467955703051965,-0.69744850342712,0.248689887164732
3.04999999999998,0.309016994374827,-0.48769612669344,-0.719463650857188,0.309016994374827
3.05999999999998,0.36812455268456,-0.505516445900323,-0.738634597092366,0.36812455268456
3.06999999999998,0.425779291564957,-0.521346331141895,-0.754885684899993,0.425779291564957
3.07999999999998,0.481753674101603,-0.535123308483479,-0.76815278065302,0.481753674101603
3.08999999999998,0.535826794978891,-0.546793005673814,-0.778383527122004,0.535826794978891
3.09999999999998,0.587785252292372,-0.556309367042921,-0.785537550012824,0.587785252292372
3.10999999999998,0.63742398974859,-0.563634835181231,-0.789586617606025,0.63742398974859
3.11999999999998,0.684547105928594,-0.568740499002151,-0.790514751682602,0.684547105928594
3.12999999999998,0.728968627421325,-0.5716062081551,-0.788318291507879,0.728968627421325
3.13999999999998,0.770513242775709,-0.572220652171349,-0.783005907069418,0.770513242775709
3.14999999999998,0.809016994374873,-0.570581405425396,-0.774598565846139,0.809016994374873
3.15999999999998,0.844327925501947,-0.566694936539148,-0.763129449661984,0.844327925501947
3.16999999999998,0.876306680043802,-0.560576582868752,-0.748643823472751,0.876306680043802
3.17999999999998,0.904827052465965,-0.552250490151014,-0.731198857398478,0.904827052465965
3.18999999999998,0.929776485888204,-0.541749516824067,-0.710863400367259,0.929776485888204
3.19999999999998,0.951056516295114,-0.529115104718429,-0.687717708982456,0.951056516295114
3.20999999999998,0.968583161128599,-0.514397115433384,-0.661853130608394,0.968583161128599
3.21999999999998,0.982287250728665,-0.497653633260058,-0.633371742369299,0.982287250728665
3.22999999999998,0.992114701314462,-0.478950736480675,-0.602385949291898,0.992114701314462
3.23999999999998,0.998026728428264,-0.458362236134236,-0.569018039779235,0.998026728428264
3.24999999999998,1,-0.435969384870534,-0.533399703334007,1
3.25999999999998,0.99802672842828,-0.411860556301333,-0.495671511155707,0.99802672842828
3.26999999999998,0.992114701314494,-0.386130896255561,-0.455982360817323,0.992114701314494
3.27999999999998,0.982287250728713,-0.358881947222024,-0.41448888885964,0.982287250728713
3.28999999999998,0.968583161128663,-0.330221247585681,-0.371354852900792,0.968583161128663
3.29999999999998,0.951056516295193,-0.300261907350589,-0.326750484850044,0.951056516295193
3.30999999999998,0.929776485888298,-0.269122161572774,-0.280851819476716,0.929776485888298
3.31999999999998,0.904827052466073,-0.236924903873956,-0.233839999459334,0.904827052466073
3.32999999999998,0.876306680043924,-0.203797201419204,-0.185900560681153,0.876306680043924
3.33999999999998,0.844327925502083,-0.169869793364244,-0.137222699804981,0.844327925502083
3.34999999999998,0.809016994375022,-0.135276574962846,-0.0879985277769359,0.809016994375022
3.35999999999998,0.77051324277587,-0.100154069108641,-0.0384223115153455,0.77051324277587
3.36999999999998,0.728968627421499,-0.0646408875703706,0.0113102926837817,0.728968627421499
3.37999999999998,0.684547105928782,-0.0288771839068219,0.0610030113230348,0.684547105928782
3.38999999999998,0.637423989748789,0.00699589961491837,0.110459728339061,0.637423989748789
3.39999999999998,0.587785252292574,0.0428367890509951,0.159485259076999,0.587785252292574
3.40999999999998,0.535826794979103,0.078504037511829,0.207886120572627,0.535826794979103
3.41999999999998,0.481753674101826,0.113856883401519,0.255471295149324,0.481753674101826
