"Time [us]","Current(w1) [A]","Current(w2) [A]","Current(w4) [A]","Current(w6) [A]","Current(w2)+Current(w4)+Current(w6) [A]"
0,0,0,0,0,0
0.01,0.0627905195293134,-0.0706416500942743,-0.0359140834345822,-0.00633729230141442,-0.112893025830271
0.02,0.125333233564304,-0.130671076492122,-0.0422157043206368,-0.00532372855052287,-0.178210509363282
0.03,0.187381314585725,-0.182938643585644,-0.035557263144538,0.00242695400781059,-0.216068952722371
0.04,0.248689887164855,-0.22989094422713,-0.0219568116198293,0.0146387580641741,-0.237208997782785
0.05,0.309016994374947,-0.273129120397829,-0.00441167696765123,0.0295365413180706,-0.24800425604741
0.06,0.368124552684678,-0.313568937522116,0.0153334999189883,0.0459944465506969,-0.252240991052431
0.07,0.425779291565073,-0.351699185408087,0.0362133966300847,0.0633127958094847,-0.252172992968518
0.08,0.481753674101715,-0.387756956893576,0.0575648080954792,0.0810451609465569,-0.24914698785154
0.09,0.535826794978997,-0.421832898976968,0.0789649707488284,0.0988945038047437,-0.243973424423396
0.1,0.587785252292473,-0.453933474820894,0.100134415915624,0.11665276820121,-0.23714629070406
0.11,0.63742398974869,-0.484017991770114,0.120879018546845,0.134165569501106,-0.228973403722163
0.12,0.684547105928689,-0.512020782350029,0.141055727783169,0.15131143812902,-0.21965361643784
0.13,0.728968627421411,-0.537864579029247,0.160552450162929,0.167989593949901,-0.209322534916417
0.14,0.770513242775789,-0.561468656833169,0.179276317735645,0.184112777923024,-0.1980795611745
0.15,0.809016994374947,-0.582753841313935,0.197146920133112,0.199603068831182,-0.186003852349641
0.16,0.844327925502015,-0.601645635900304,0.214092450648658,0.214389472374709,-0.173163712876937
0.17,0.876306680043864,-0.618076210083374,0.230047568216268,0.228406568342236,-0.15962207352487
0.18,0.90482705246602,-0.631985694926824,0.24495226422014,0.241593772884197,-0.145439657822487
0.19,0.929776485888251,-0.643323041870335,0.258751306389877,0.253894973064728,-0.13067676241573
0.2,0.951056516295154,-0.652046609996671,0.271394015852099,0.265258369905544,-0.115394224239028
0.21,0.968583161128631,-0.65812456621636,0.282834231327546,0.275636446851326,-0.099653888037488
0.22,0.982287250728689,-0.661535162266117,0.293030369116772,0.284986004324638,-0.083518788824707
0.23,0.992114701314478,-0.66226691559693,0.301945534706289,0.293268228819849,-0.067053152070792
0.24,0.998026728428272,-0.660318717154246,0.309547650821862,0.300448778001078,-0.050322288331306
0.25,1,-0.655699878368711,0.315809586457051,0.306497866794973,-0.0333924251166871
0.26,0.998026728428272,-0.648430123380466,0.320709276832541,0.311390348042879,-0.016330498505046
0.27,0.992114701314478,-0.638539531259618,0.324229827575691,0.315105785561709,0.000796081877781962
0.28,0.982287250728689,-0.626068433558621,0.326359600144859,0.317628511602191,0.017919678188429
0.29,0.968583161128631,-0.611067266123104,0.327092275673654,0.318947671930895,0.034972681481445
0.3,0.951056516295154,-0.593596379312036,0.3264268974637,0.319057253457481,0.051887771609145
0.31,0.929776485888251,-0.573725807327178,0.324367890446326,0.317956095596645,0.068598178715793
0.32,0.904827052466019,-0.551534997807515,0.320925058112592,0.315647884584011,0.0850379448890879
0.33,0.876306680043864,-0.527112503418524,0.316113556778759,0.312141129220202,0.101142182580437
0.34,0.844327925502015,-0.500555637142243,0.309953847134395,0.307449120080929,0.116847330073081
0.35,0.809016994374947,-0.471970091337577,0.302471623450605,0.301589869370401,0.132091401483429
0.36,0.770513242775789,-0.441469525109937,0.293697721578905,0.294586035374138,0.146814231843106
0.37,0.728968627421412,-0.409175116718567,0.283668004795556,0.286464825676387,0.160957713753376
0.38,0.684547105928689,-0.375215091289083,0.272423229741224,0.277257886871267,0.174466025323408
0.39,0.63742398974869,-0.339724213212694,0.260008891509407,0.267001175890492,0.187285854187205
0.4,0.587785252292473,-0.302843260307219,0.246475049594499,0.25573481239214,0.19936660167942
0.41,0.535826794978997,-0.264718466517751,0.23187613610421,0.243502921415532,0.210660591001991
0.42,0.481753674101716,-0.225500949075191,0.216270743560183,0.230353452116985,0.221123246601977
0.43,0.425779291565073,-0.185346114010376,0.199721399746087,0.216337989329155,0.230713275064866
0.44,0.368124552684678,-0.144413041972153,0.182294321597152,0.201511547696299,0.239392827321298
0.45,0.309016994374948,-0.102863862469289,0.164059160046489,0.18593235025097,0.24712764782817
0.46,0.248689887164855,-0.0608631185609192,0.145088726066911,0.169661600668542,0.253887208174534
0.47,0.187381314585725,-0.0185771128888508,0.125458705467417,0.152763238930087,0.259644831508653
0.48,0.125333233564305,0.023826742608743,0.105247362674542,0.135303687443741,0.264377792727026
0.49,0.0627905195293136,0.066180589953038,0.084535235103212,0.117351587869485,0.268067412925735
0.5,5.66553889764798e-16,0.108316782540068,0.0634048149871026,0.0989775296178705,0.270699127145041
0.51,-0.0627905195293129,0.1500685519429,0.0419402263333707,0.0802537722201552,0.272262550496426
0.52,-0.125333233564304,0.191270658893427,0.0202268955908009,0.0612539561371954,0.272751510621423
0.53,-0.187381314585724,0.231760049922877,-0.001648787818307,0.0420528151560476,0.272164077260618
0.54,-0.248689887164855,0.271376497074118,-0.0235998071857695,0.022725877734861,0.270502567623209
0.55,-0.309016994374947,0.30996322982402,-0.045538863249541,0.00334917137546189,0.267773537949941
0.56,-0.368124552684678,0.347367554697969,-0.0673787187219015,-0.0160010791371906,0.263987756838877
0.57,-0.425779291565073,0.383441455790606,-0.0890325370134826,-0.0352487522384966,0.259160166538627
0.58,-0.481753674101715,0.418042180932693,-0.110414232576706,-0.0543181323395747,0.253309816016412
0.59,-0.535826794978996,0.45103280103047,-0.131438802031466,-0.0731342057759566,0.246459793223047
0.6,-0.587785252292473,0.48228275180437,-0.152022661201546,-0.0916229576109604,0.238637132991864
0.61,-0.637423989748689,0.511668350912172,-0.172083977683534,-0.109711666875138,0.2298727063535
0.62,-0.684547105928688,0.539073280104288,-0.191542989207123,-0.127329188718718,0.220201102178447
0.63,-0.728968627421411,0.564389049999788,-0.21032232090395,-0.144406240834964,0.209660488260874
0.64,-0.770513242775789,0.587515423265186,-0.228347288448344,-0.160875671338389,0.198292463478453
0.65,-0.809016994374947,0.608360812642439,-0.245546193399533,-0.176672727717077,0.186141891525829
0.66,-0.844327925502015,0.626842642150599,-0.26185060453187,-0.191735311472413,0.173256726146316
0.67,-0.876306680043864,0.642887668837269,-0.277195629530314,-0.206004222946003,0.159687816360952
0.68,-0.904827052466019,0.656432276406291,-0.291520170026549,-0.21942339418751,0.145488712192232
0.69,-0.929776485888251,0.667422724561048,-0.30476716076162,-0.231940111552393,0.130715452247035
0.7,-0.951056516295154,0.675815359142301,-0.316883797963376,-0.243505223151682,0.115426338027243
0.710000000000001,-0.968583161128633,0.681576785531586,-0.32782174440272,-0.254073332455072,0.0996817086737939
0.720000000000001,-0.98228725072869,0.684683999935338,-0.337537321254141,-0.263602978366497,0.0835437003147
0.730000000000001,-0.992114701314479,0.685124480691956,-0.345991680651433,-0.272056797874789,0.067076002165734
0.740000000000001,-0.998026728428272,0.68289623538463,-0.35315095810353,-0.279401673982857,0.050343603298243
0.750000000000001,-1,0.678007811736319,-0.358986405757864,-0.285608865720794,0.0334125402576609
0.760000000000001,-0.998026728428271,0.670478260381259,-0.363474507022263,-0.290654122788402,0.016349630570594
0.770000000000001,-0.992114701314477,0.660337061442183,-0.366597068010288,-0.294517779929307,-0.000777786497412059
0.780000000000001,-0.982287250728688,0.647624007909439,-0.368341289576325,-0.297184835185957,-0.017902116852843
0.790000000000001,-0.96858316112863,0.632389047494999,-0.36869981774572,-0.298645008939643,-0.034955779190364
0.800000000000001,-0.951056516295152,0.614692086137693,-0.367670772641787,-0.298892784311096,-0.05187147081519
0.810000000000001,-0.929776485888249,0.594602751275115,-0.365257755663308,-0.297927429079713,-0.068582433467906
0.820000000000001,-0.904827052466017,0.572200116542999,-0.361469835281068,-0.295752998227511,-0.0850227169655801
0.830000000000001,-0.876306680043861,0.547572390404039,-0.356321511177987,-0.292378318259555,-0.101127439033503
0.840000000000001,-0.844327925502012,0.520816566305937,-0.349832656960184,-0.287816952053266,-0.116833042707513
0.850000000000001,-0.809016994374944,0.492038041604022,-0.34202844115143,-0.282087145433864,-0.132077544981272
0.860000000000001,-0.770513242775786,0.461350200416346,-0.33293922878476,-0.275211754467541,-0.146800782835955
0.870000000000001,-0.728968627421407,0.428873966261392,-0.322600459889908,-0.267218156787621,-0.160944650416137
0.880000000000001,-0.684547105928684,0.394737324435435,-0.311052511948496,-0.258138142083292,-0.174453329596353
0.890000000000001,-0.637423989748685,0.359074817767169,-0.298340538074841,-0.248007787115727,-0.187273507423399
0.900000000000001,-0.587785252292468,0.322027013156702,-0.284514289898514,-0.236867312433397,-0.199354589175209
0.910000000000001,-0.535826794978992,0.283739950762783,-0.269627920756044,-0.224760925250016,-0.210648895243277
0.920000000000001,-0.48175367410171,0.244364562655605,-0.253739772510161,-0.211736643899545,-0.221111853754101
0.930000000000001,-0.425779291565067,0.204056081450891,-0.236912145339339,-0.197846108464453,-0.230702172352901
0.940000000000001,-0.368124552684673,0.162973423784537,-0.219211049917768,-0.183144376400738,-0.239382002533969
0.950000000000001,-0.309016994374942,0.121278568437175,-0.200705949842711,-0.167689706198996,-0.247117087604532
0.960000000000001,-0.248689887164849,0.0791359081829273,-0.181469483757297,-0.151543328227682,-0.253876903802052
0.970000000000001,-0.187381314585719,0.0367116108100141,-0.16157718389895,-0.134769197986764,-0.2596347710757
0.980000000000001,-0.125333233564299,-0.00582704392225611,-0.141107171104099,-0.117433751920686,-0.264367966947041
0.99,-0.0627905195293133,-0.0483123211126543,-0.120139852828717,-0.0996056377708808,-0.268057811712252
1,-1.1331077795296e-15,-0.0905766930045909,-0.0987576018835708,-0.0813554482176783,-0.27068974310584
1.01,0.0627905195293137,-0.132453503251048,-0.0770444328661243,-0.0627554392715285,-0.272253375388701
1.02,0.125333233564303,-0.173777619064273,-0.0550856699955512,-0.0438792473125849,-0.272742536372409
1.03,0.187381314585725,-0.214386089164034,-0.0329676093204386,-0.0248015975783413,-0.272155296062814
1.04,0.248689887164854,-0.2541187822196,-0.0107771815856931,-0.0055980090446512,-0.270493972849944
1.05,0.309016994374946,-0.292819020594296,0.0113983949855023,0.0136555032086141,-0.26776512240018
1.06,0.368124552684677,-0.33033420072868,0.0334719563655449,0.0328827287855809,-0.263979515577554
1.07,0.425779291565072,-0.366516392290337,0.0553567380766751,0.0520075626369545,-0.259152091576707
1.08,0.481753674101715,-0.401222923570647,0.076966717164034,0.0709543032368363,-0.253301903169777
1.09,0.535826794978996,-0.434316943379578,0.0982169513283261,0.0896479548592471,-0.246452037192005
