"Time [us]","Current(w1) [A]","Current(w2) [A]","Current(w4) [A]","Current(w6) [A]","Current(w2)+Current(w4)+Current(w6) [A]"
1.37,0.728968627421412,-0.474678331007756,0.241753081275353,0.223760460339777,-0.00916478939262602
1.38,0.68454710592869,-0.409362472504944,0.280891519356638,0.244541277397393,0.116070324249087
1.39,0.63742398974869,-0.342406553991745,0.318877679648286,0.264377616329605,0.240848741986146
1.4,0.587785252292473,-0.274074922851789,0.355561875942561,0.283190983850694,0.364677936941466
1.41,0.535826794978997,-0.204637353393663,0.39079956017882,0.30090692694595,0.487069133731107
1.42,0.481753674101716,-0.134367982042763,0.424451892616428,0.317455326585487,0.607539237159152
1.43,0.425779291565072,-0.0635442259418,0.456386289848037,0.332770674294443,0.72561273820068
1.44,0.368124552684678,0.00755431196434264,0.486476947924859,0.34679233062062,0.840823590509822
1.45,0.309016994374948,0.0786469465145997,0.514605338382033,0.359464764217087,0.95271704911372
1.46,0.248689887164855,0.149453017632542,0.540660676904256,0.370737771542941,1.06085146607974
1.47,0.187381314585726,0.219692997783888,0.56454035885842,0.38056667383763,1.16480003047994
1.48,0.125333233564306,0.289089595706664,0.586150365761322,0.388912494656574,1.26415245612456
1.49,0.0627905195293152,0.357368849855707,0.605405635555672,0.39574211224221,1.35851659765359
1.5,3.67394039744206e-16,0.424261209759391,0.62223039777646,0.401028391816799,1.44751999935265
1.51,-0.0627905195293127,0.489502601051632,0.63655847398361,0.404750291197801,1.53081136623304
1.52,-0.125333233564303,0.552835464667697,0.648333536302069,0.406892944067757,1.60806194503752
1.53,-0.187381314585723,0.614009776703591,0.657509333063929,0.407447719412369,1.67896682917989
1.54,-0.248689887164855,0.672784032226297,0.664049868234434,0.406412254114258,1.74324615457499
1.55,-0.309016994374947,0.72892619954096,0.667929545055319,0.403790464076409,1.80064620867269
1.56,-0.368124552684677,0.782214637203058,0.669133267943414,0.399592527396476,1.85094043254295
1.56999999999999,-0.425779291565015,0.832438965204613,0.667656497853446,0.393834843854397,1.89393030691246
1.57999999999999,-0.481753674101659,0.879400899132163,0.66350527626134,0.386539971641026,1.92944614703453
1.58999999999999,-0.535826794978943,0.922915029493903,0.656696196777139,0.377736536589104,1.95734776286015
1.59999999999999,-0.587785252292421,0.962809555857974,0.647256340346956,0.367459121132832,1.97752501733776
1.60999999999999,-0.637423989748641,0.998926962763839,0.635223169728277,0.355748125106564,1.98989825759868
1.61999999999999,-0.684547105928643,1.03112464272115,0.620644381005857,0.342649609571831,1.99441863329884
1.62999999999999,-0.728968627421368,1.05927545895886,0.60357771491949,0.328215111631005,1.99106828550936
1.63999999999999,-0.770513242775748,1.08326824508327,0.584090728813022,0.312501444463316,1.97986041835961
1.64999999999999,-0.80901699437491,1.10300824762894,0.562260531703031,0.295570469038007,1.96083924836998
1.65999999999999,-0.844327925501981,1.11841749635808,0.538173478295312,0.277488853326591,1.93407982797998
1.66999999999999,-0.876306680043833,1.12943511391544,0.511924826730926,0.258327808399435,1.8996877490458
1.67999999999999,-0.904827052465992,1.13601755429706,0.483618367813806,0.238162806521545,1.85779872863241
1.68999999999999,-0.929776485888228,1.13813877705355,0.453366009360513,0.21707328349957,1.80857806991363
1.69999999999999,-0.951056516295134,1.13579034901558,0.421287338161198,0.195142325671276,1.75222001284805
1.70999999999999,-0.968583161128615,1.12898147656174,0.387509147805269,0.172456341469034,1.68894696583604
1.71999999999999,-0.982287250728677,1.11773897045154,0.352164936672417,0.149104720801291,1.61900862792525
1.72999999999999,-0.99211470131447,1.10210713923911,0.31539438213389,0.125179481692024,1.54268100306502
1.73999999999999,-0.998026728428268,1.08214761552973,0.277342789777483,0.10077490827757,1.46026531358478
1.74999999999999,-1,1.05793911061921,0.238160518625467,0.0759871766600199,1.3720868059047
1.75999999999999,-0.998026728428276,1.02957710719314,0.198002389421262,0.050913977353315,1.27849347396772
1.76999999999999,-0.992114701314486,0.99717347858976,0.157027071398679,0.0256541287266264,1.17985467871507
1.77999999999999,-0.982287250728701,0.960856050114791,0.115396458643013,0.000307187427405876,1.07655969618521
1.78999999999999,-0.968583161128647,0.920768093534418,0.0732750289869604,-0.0250269454785225,0.969016177042856
1.79999999999999,-0.951056516295174,0.877067761142687,0.0308291962705687,-0.0502484174604035,0.857648539952852
1.80999999999999,-0.929776485888275,0.82992746254858,-0.0117733471508896,-0.0752578197369212,0.742896295660769
1.81999999999999,-0.904827052466046,0.779533183764137,-0.0543642913871346,-0.0999565784967101,0.625212313880292
1.82999999999999,-0.876306680043894,0.726083753240324,-0.0967753741693582,-0.124247345258558,0.505061033812408
1.83999999999999,-0.844327925502049,0.66979005767815,-0.138839044486261,-0.148034380149838,0.382916633042051
1.84999999999999,-0.809016994374985,0.610874208304132,-0.180389123987367,-0.171223930160455,0.25926115415631
