"Freq [MHz]","load_sweep []","mag(Current(s1)) [A]","mag(Current(s2)) [A]","mag(Current(s3)) [A]"
1,141.92535569343,0.753827497685873,0.952002093954619,0.198901690929165
1,159.242868221399,0.753688776480213,0.951985805835893,0.198837564606409
1,178.673436860385,0.753582588874736,0.951868184787437,0.198683778625868
1,200.474893450909,0.753499519110741,0.951856063394357,0.198643666035295
1,224.93653007614,0.75343865790122,0.951793060809181,0.198558728595605
1,252.382937792078,0.753397917449631,0.951797598219141,0.1985386272791
1,283.178313753655,0.753353737977932,0.951777459444274,0.198514290496943
1,317.731293889713,0.753325825340454,0.951770703375995,0.198498776871346
1,356.500375253498,0.753383795027923,0.951898137542811,0.198538370839769
1,400,0.753368828995961,0.951893181014303,0.198528943685129
