"Time [us]","Current(p1) [A]","Current(s1) [A]","Current(s2) [A]","Current(s3) [A]","Current(s1)+Current(s2)+Current(s3) [A]"
2.23999999999999,0.998026728428268,-0.355733007700604,-0.973552097813065,-0.142647677463663,-1.47193278297733
2.24999999999999,1,-0.287524274855594,-0.973141536057079,-0.123110074949153,-1.38377588586183
2.25999999999999,0.998026728428276,-0.218191741569538,-0.968878049332711,-0.103087965872595,-1.29015775677484
2.26999999999999,0.992114701314486,-0.148009089139014,-0.96077834668466,-0.0826604290050316,-1.19144786482871
2.27999999999999,0.982287250728701,-0.0772533537595241,-0.948874277827651,-0.061908142440819,-1.08803577402799
2.28999999999999,0.968583161128647,-0.0062038319667016,-0.933212707944069,-0.0409130653385724,-0.980329605249343
2.29999999999999,0.951056516295174,0.0648590199319486,-0.913855332584398,-0.0197581144233099,-0.868754427075759
2.30999999999999,0.929776485888275,0.13565469425208,-0.890878434039536,0.00147316326397981,-0.753750576523476
2.31999999999999,0.904827052466047,0.205903738078198,-0.864372580344657,0.0226969200715615,-0.635771922194898
2.32999999999999,0.876306680043894,0.27532885647191,-0.83444226798379,0.0438293384914298,-0.51528407302045
2.33999999999999,0.844327925502049,0.34365600668508,-0.801205509234078,0.0647869622463141,-0.392762540302684
2.34999999999999,0.809016994374984,0.410615479734076,-0.76479336668412,0.0854870254054516,-0.268690861544592
2.35999999999999,0.770513242775829,0.475942964708677,-0.72534943568903,0.10584777912182,-0.143558691858533
2.36999999999999,0.728968627421455,0.539380592191313,-0.683029277897055,0.125788814196754,-0.0178598715089881
2.37999999999999,0.684547105928735,0.600677951506676,-0.637999807240739,0.145231378443369,0.107909522709306
2.38999999999999,0.637423989748739,0.659593079331459,-0.590438631141918,0.164098687468893,0.233253135658434
2.39999999999999,0.587785252292524,0.71589341440349,-0.540533349610196,0.182316227736107,0.357676292529401
2.40999999999999,0.53582679497905,0.769356715463432,-0.488480814857277,0.199812050586714,0.480687951192869
2.41999999999999,0.481753674101771,0.819771938225387,-0.434486354391603,0.216517056215729,0.601802640049513
2.42999999999999,0.425779291565132,0.866940068336193,-0.378762960718534,0.232365266297735,0.720542373915394
2.43999999999999,0.368124552684736,0.910674906797601,-0.321530450661657,0.24729408453936,0.836438540675304
2.44999999999999,0.309016994375007,0.950803804634481,-0.263014597971629,0.261244543476491,0.949033750139343
2.45999999999999,0.248689887164916,0.987168344660142,-0.203446242117889,0.274161537397438,1.05788363993969
2.46999999999999,0.187381314585789,1.01962496610365,-0.143060377403186,0.285994039711992,1.16255862841246
2.47999999999999,0.125333233564369,1.04804553189531,-0.0820952254586549,0.296695304338369,1.26264561077502
2.48999999999999,0.0627905195293757,1.07231783327865,-0.0207912952390056,0.306223050159694,1.35774958819934
2.49999999999999,6.45611696179827e-14,1.09234603421793,0.0406095664648323,0.314539627900822,1.44749522858358
2.50999999999999,-0.0627905195292486,1.10805104789532,0.101865129229641,0.32161216884132,1.53152834596628
2.51999999999999,-0.12533323356424,1.11937084988139,0.16273373510179,0.327412714245875,1.60951729922905
2.52999999999999,-0.187381314585664,1.12626072300058,0.22297525216311,0.331918325960976,1.68115430112467
2.53999999999999,-0.248689887164793,1.12869343299658,0.282352022521566,0.33511117682339,1.74615663234154
2.54999999999999,-0.309016994374888,1.12665933719065,0.340629800046784,0.336978620960663,1.8042677581981
2.55999999999999,-0.368124552684619,1.1201664208099,0.397578674787756,0.337513243806486,1.85525833940414
2.56999999999999,-0.425779291565015,1.10924026733519,0.452973980344084,0.33671289135358,1.89892713903285
