Time_FEA,I_1_FEA,I_2_FEA,I_3_FEA,I_4_FEA,I_S_FEA
0.48,0.125333234,0.263992052,0.439672902,0.125333234,0.703664955
0.49,0.06279052,0.279127212,0.454034891,0.06279052,0.733162103
0.5,1.93E-13,0.293155522,0.466610319,1.93E-13,0.759765841
0.51,-0.06279052,0.30602162,0.477349557,-0.06279052,0.783371177
0.52,-0.125333234,0.317674731,0.48621022,-0.125333234,0.803884951
0.53,-0.187381315,0.328068867,0.493157336,-0.187381315,0.821226204
0.54,-0.248689887,0.337163009,0.498163489,-0.248689887,0.835326498
0.55,-0.309016994,0.344921267,0.501208918,-0.309016994,0.846130185
0.56,-0.368124553,0.351313025,0.502281603,-0.368124553,0.853594628
0.57,-0.425779292,0.356313058,0.50137731,-0.425779292,0.857690368
0.58,-0.481753674,0.359901635,0.498499606,-0.481753674,0.858401241
0.59,-0.535826795,0.362064596,0.493659845,-0.535826795,0.855724441
0.6,-0.587785252,0.362793405,0.486877128,-0.587785252,0.849670533
0.61,-0.63742399,0.362085187,0.47817822,-0.63742399,0.840263407
0.62,-0.684547106,0.359942739,0.467597451,-0.684547106,0.82754019
0.63,-0.728968627,0.356374518,0.455176576,-0.728968627,0.811551094
0.64,-0.770513243,0.351394607,0.440964614,-0.770513243,0.792359221
0.65,-0.809016994,0.345022661,0.425017651,-0.809016994,0.770040312
0.66,-0.844327926,0.337283828,0.40739862,-0.844327926,0.744682448
0.67,-0.87630668,0.328208652,0.388177055,-0.87630668,0.716385707
0.68,-0.904827052,0.317832949,0.367428813,-0.904827052,0.685261763
0.69,-0.929776486,0.30619767,0.345235776,-0.929776486,0.651433446
0.7,-0.951056516,0.293348734,0.321685528,-0.951056516,0.615034262
0.71,-0.968583161,0.279336852,0.29687101,-0.968583161,0.576207862
0.72,-0.982287251,0.264217324,0.270890151,-0.982287251,0.535107475
0.73,-0.992114701,0.24804982,0.243845486,-0.992114701,0.491895306
0.74,-0.998026728,0.23089815,0.215843744,-0.998026728,0.446741894
0.75,-1,0.212830002,0.186995435,-1,0.399825437
0.76,-0.998026728,0.193916686,0.157414409,-0.998026728,0.351331095
0.77,-0.992114701,0.174232845,0.127217405,-0.992114701,0.301450251
0.78,-0.982287251,0.153856164,0.096523598,-0.982287251,0.250379762
0.79,-0.968583161,0.132867061,0.065454119,-0.968583161,0.198321181
0.8,-0.951056516,0.111348373,0.034131585,-0.951056516,0.145479958
0.81,-0.929776486,0.089385025,0.002679609,-0.929776486,0.092064633
0.82,-0.904827052,0.067063697,-0.028777684,-0.904827052,0.038286013
0.83,-0.87630668,0.044472484,-0.060116148,-0.87630668,-0.015643663
0.84,-0.844327926,0.021700544,-0.091212105,-0.844327926,-0.069511561
0.85,-0.809016994,-0.001162251,-0.121942835,-0.809016994,-0.123105086
0.86,-0.770513243,-0.024025671,-0.152187061,-0.770513243,-0.176212732
0.87,-0.728968627,-0.046799484,-0.181825423,-0.728968627,-0.228624906
0.88,-0.684547106,-0.069393809,-0.210740953,-0.684547106,-0.280134762
0.89,-0.63742399,-0.091719476,-0.238819537,-0.63742399,-0.330539013
0.9,-0.587785252,-0.113688374,-0.265950364,-0.587785252,-0.379638738
0.91,-0.535826795,-0.135213801,-0.292026361,-0.535826795,-0.427240162
0.92,-0.481753674,-0.156210805,-0.31694462,-0.481753674,-0.473155424
0.93,-0.425779292,-0.176596517,-0.340606802,-0.425779292,-0.517203319
0.94,-0.368124553,-0.196290485,-0.362919524,-0.368124553,-0.559210009
0.95,-0.309016994,-0.215214983,-0.383794729,-0.309016994,-0.599009712
0.96,-0.248689887,-0.233295324,-0.403150035,-0.248689887,-0.636445359
0.97,-0.187381315,-0.250460151,-0.420909057,-0.187381315,-0.671369207
0.98,-0.125333234,-0.266641721,-0.437001708,-0.125333234,-0.703643429
0.99,-0.06279052,-0.281776172,-0.451364481,-0.06279052,-0.733140653
1,-1.22E-15,-0.295803774,-0.463940693,-1.22E-15,-0.759744467
